id,place,city,region,zip,type,verification_type,verification_number,sum_of_tickets_earned,count_of_projects_earning_tickets,years_tickets_earned,lat,lon,HouseMedianIncome,HouseMeanIncome,IncomeUnder25K
22899,"Chipola Area Autism Resource Center, Inc.",Marianna,Florida,32446,nonprofit,ein,452392194,20,1,2018,30.85,-85.23,43939,57019,23.7
16004,Somerset Pines Academy PTSO,Pompano Beach,Florida,33064,nonprofit,ein,311569429,20,2,2018,26.28,-80.12,48506,70596,23.7
21366,Jack & Jill Children's Center,Fort Lauderdale,Florida,33312,nonprofit,ein,590637870,25,3,"2018,2019",26.09,-80.18,50603,71644,23.7
29618,Museum of Discovery and Science,Fort Lauderdale,Florida,33312,nonprofit,ein,591709542,20,2,2018,26.09,-80.18,50603,71644,23.7
17989,"Lupus Foundation of America, Heartland Chapter",St. Louis,Missouri,63110,nonprofit,ein,510192362,5,1,2018,38.63,-90.27,49610,69949,23.7
22458,His Heart Beats,Tulare ,California,93274,nonprofit,ein,821264384,20,3,"2018,2019",36.18,-119.37,49209,63707,23.7
26663,Buena Vista Elementary,Tulare,California,93274,School- Public School,ncesSchoolId,60642000562,20,1,2018,36.18,-119.37,49209,63707,23.7
29554,"SUNDALE FOUNDATION FOR STUDENTS AND COMMUNITY, INC",Tulare,California,93274,nonprofit,ein,205291478,5,1,2018,36.18,-119.37,49209,63707,23.7
28588,Antelope Valley Guild Children's Hospital Los Angeles,Llano,California,93544,nonprofit,ein,956118987,5,1,2018,34.5,-117.76,50265,65309,23.7
18603,Merritt Island High School Project Graduation,MERRITT ISLAND,Florida,32953,nonprofit,ein,472172060,20,2,2018,28.44,-80.7,51989,69940,23.6
31529,"Edgewood Project Graduation, Inc.",Merritt Island,Florida,32953,nonprofit,ein,831033836,20,2,2018,28.44,-80.7,51989,69940,23.6
33994,Merritt Island High School Band Booster Organization,Merritt Island,Florida,32953,nonprofit,ein,474113076,20,1,2018,28.44,-80.7,51989,69940,23.6
36551,Dade City Woman's Club,Dade City,Florida,33525,nonprofit,ein,593610378,5,1,2018,28.34,-82.2,50654,68418,23.6
14655,Laurel School PTO,Laurel ,Indiana,47024,nonprofit,ein,811229752,20,1,2018,39.48,-85.2,51480,53839,23.6
27680,"Aim High Academy, Inc.",Tulsa,Oklahoma,74145,nonprofit,ein,205354136,10,1,2018,36.1,-95.89,47120,59897,23.6
25443,Abilene Cattle Baron's Ball,Abilene,Texas,79605,nonprofit,ein,131788491,10,1,2018,32.43,-99.78,45043,63713,23.6
17071,Arizona Lutheran Academy Federation,Phoenix,Arizona,85041,School- Private School,ein,860340614,10,1,2018,33.39,-112.11,50735,61267,23.6
17087,ARCA,Albuquerque,New Mexico,87112,nonprofit,ein,856005755,5,1,2018,35.1,-106.52,49734,63844,23.6
22222,Chautauqua Hospice and Palliative Care,Lakewood,New York,14750,nonprofit,ein,222432409,20,1,2018,42.08,-79.33,53519,78472,23.5
30901,Commonwealth Theatre Center,Louisville,Kentucky,40204,nonprofit,ein,610902722,10,1,2018,38.24,-85.72,51281,78596,23.5
14460,St. James School,Louisville,Kentucky,40204,School- Private School,ein,610444806,5,1,2018,38.24,-85.72,51281,78596,23.5
12610,Paul F. Boston Middle School,LaPorte,Indiana,46350,School- Public School,ncesSchoolId,180558001019,20,2,2018,41.61,-86.72,51134,67026,23.5
17691,"Cookies for Soldiers, Inc",Rolling Prairie ,Indiana,46350,nonprofit,ein,900902892,20,1,2018,41.61,-86.72,51134,67026,23.5
27426,Operation Cinderella of the Fox Valley,Wausau,Wisconsin,54401,nonprofit,ein,473828678,5,1,2018,44.96,-89.7,47627,69924,23.5
17121,Ely Young Life,ELY,Minnesota,55731,nonprofit,ein,840385934,5,1,2018,48.01,-91.65,45707,60767,23.5
13605,Cape Christian School,Cape Girardeau ,Missouri,63701,School- Private School,ein,811032924,10,1,2018,37.34,-89.58,50848,69249,23.5
22474,Valley Gakuen PTA,Sun Valley,California,91352,School- PTA,ein,953963857,20,1,2018,34.23,-118.37,52171,67385,23.5
28595,"Sigma Theta Psi Multicultural Sorority, Inc.",Sun Valley,California,91352,nonprofit,ein,203990615,10,1,2018,34.23,-118.37,52171,67385,23.5
26107,Waccamaw Siouan Tribe,Bolton,North Carolina,28451,nonprofit,ein,591739024,20,1,2018,34.23,-78.09,53141,63519,23.4
27140,Eastern Catawba Cooperative Christian Ministry (ECCCM),Newton,North Carolina,28658,nonprofit,ein,560946753,5,1,2018,35.64,-81.24,44213,57607,23.4
14039,Tymeless Hearts of Florida,Palm Bay,Florida,32909,nonprofit,ein,270437777,5,1,2018,27.92,-80.64,50071,61679,23.4
14043,Our Lady of The Elms School,Akron,Ohio,44313,nonprofit,ein,341910169,20,1,2018,41.13,-81.57,56316,76365,23.4
19310,Bear Lake Watershed Alliance,Bear Lake,Michigan,49614,nonprofit,ein,611602471,10,1,2018,44.44,-86.11,49526,59377,23.4
21813,Grand Itasca Foundation/Caring Fore Kids Charity Classic,Grand Rapids,Minnesota,55744,nonprofit,ein,411560554,5,1,2018,47.24,-93.51,52351,64114,23.4
20184,Rolling Hills Zoo Foundation,Salina,Kansas,67401,nonprofit,ein,300180215,5,1,2018,38.83,-97.65,48644,65076,23.4
29886,"Love, Chloe Foundation",Salina,Kansas,67401,nonprofit,ein,261931364,5,1,2018,38.83,-97.65,48644,65076,23.4
15895,Walker Elementary School,Walker,Louisiana,70785,School- Public School,ncesSchoolId,220102000776,10,1,2018,30.56,-90.82,59959,73170,23.4
7038,Talk About Curing Autism (TACA),Irvine,California,92612,nonprofit,ein,270048002,20,1,2018,33.66,-117.83,75556,107914,23.4
16878,University Park PTA,Irvine,California,92612,nonprofit,ein,330590230,5,1,2018,33.66,-117.83,75556,107914,23.4
31520,Barton Foundation,South Lake Tahoe,California,96150,nonprofit,ein,880268799,20,1,2018,38.87,-120.01,53060,72818,23.4
34075,Boys & Girls Club of Lake Tahoe,South Lake Tahoe,California,96150,nonprofit,ein,680241891,5,1,2018,38.87,-120.01,53060,72818,23.4
36454,PS 75 Emily Dickinson School,New York,New York,10025,School- Public School,ncesSchoolId,360007802303,20,2,2018,40.8,-73.97,82352,147611,23.3
14448,Camp Koala,Kingston,Pennsylvania,18704,nonprofit,ein,263851753,20,3,2018,41.26,-75.91,51040,62407,23.3
33218,Beth-El Farmworker Ministry,Wimauma,Florida,33598,nonprofit,ein,593004876,5,1,2018,27.69,-82.28,55752,66633,23.3
16749,"The L.Y.N. Fund, Inc.",Palm Harbor,Florida,34684,nonprofit,ein,473917682,20,2,2018,28.08,-82.73,50296,67096,23.3
18626,"The Ryan Wells Foundation, Inc.",Palm Harbor,Florida,34684,nonprofit,ein,43824815,10,2,"2018,2019",28.08,-82.73,50296,67096,23.3
25345,Holy Cross Catholic Church,Covington,Kentucky,41015,nonprofit,ein,611377106,20,1,2018,38.98,-84.48,49365,63585,23.3
38162,PAL (Parents of Addicted Loved ones),Taylor Mill,Kentucky,41015,nonprofit,ein,473131409,10,1,2018,38.98,-84.48,49365,63585,23.3
29665,Open Arms Family and Educational Services,Switz City,Indiana,47465,nonprofit,ein,351614662,10,1,2018,39.05,-87.03,49550,45782,23.3
23543,Clarke County Hospital Foundation,Osceola,Iowa,50213,nonprofit,ein,263296941,5,1,2018,41.03,-93.77,49633,62180,23.3
37852,Children's Day Montessori,SAINT CLOUD,Minnesota,56301,nonprofit,ein,411674251,10,1,2019,45.49,-94.24,51825,69715,23.3
25436,Joyful Rescues,cuba,New York,14727,nonprofit,ein,651183542,10,1,2018,42.21,-78.3,49430,66020,23.2
32935,Mad Viking Beard Club Pennsylvania,Greenville,Pennsylvania,16125,nonprofit,ein,821620468,20,1,2018,41.41,-80.37,47251,68644,23.2
20591,Arbor Ridge School PTSA,Orlando,Florida,32817,School- PTA,ein,592948084,10,1,2018,28.59,-81.24,53357,67997,23.2
23335,"Collegiate Pathways, Inc.",Orlando,Florida,32817,nonprofit,ein,383871171,5,1,2018,28.59,-81.24,53357,67997,23.2
29194,S.L.A.M. (SLOWLY LEARNING ABOUT ME),VERO BEACH,Florida,32967,nonprofit,ein,821929487,10,1,2018,27.72,-80.45,45586,72578,23.2
14517,Cecil E. Gray Middle School,Groveland,Florida,34736,School- Public School,ncesSchoolId,120105001095,20,4,2018,28.56,-81.9,56221,64536,23.2
14119,Fairmount Cooperative Preschool,Cleveland Heights ,Ohio,44118,nonprofit,ein,341108446,10,1,2018,41.5,-81.56,61004,85168,23.2
36171,Communion of Saints School Drama Program,Cleveland Heights,Ohio,44118,nonprofit,ein,271606790,5,1,2018,41.5,-81.56,61004,85168,23.2
13878,St. Gabriel Consolidated School PTO,Glendale,Ohio,45246,School- Private School,ein,311422589,10,1,2018,39.29,-84.47,53564,75837,23.2
14158,Jennings County Community Foundation,North Vernon,Indiana,47265,nonprofit,ein,351922885,5,1,2018,39.01,-85.63,46149,58018,23.2
19004,Branch County United Way,Coldwater,Michigan,49036,nonprofit,ein,381554662,5,1,2019,41.91,-85.03,47884,59314,23.2
17012,Rapid City Elementary Parent Teacher Organization,Rapid City,Michigan,49676,nonprofit,ein,474805012,5,1,2018,44.83,-85.29,52179,79832,23.2
13514,Blake's Miracle Foundation,Mesa,Arizona,85202,nonprofit,ein,260519134,20,1,2018,33.38,-111.88,46365,62403,23.2
18192,Mesa Montessori,Mesa,Arizona,85202,nonprofit,ein,860299770,5,1,2018,33.38,-111.88,46365,62403,23.2
23998,Hudson County Schools of Technology Foundation,North Bergen,New Jersey,7047,nonprofit,ein,260900829,5,1,2018,40.79,-74.02,57269,72855,23.1
17749,Emma's Place - Staten Island Grief and Loss Center for Children and Families Inc.,Staten Island,New York,10310,nonprofit,ein,463216286,20,3,2018,40.63,-74.12,69838,87497,23.1
13353,"On Your Mark, Inc.",Staten Island,New York,10310,nonprofit,ein,133128315,10,2,"2017,2018",40.63,-74.12,69838,87497,23.1
14424,Union East Elementary PTA,Cheektowaga,New York,14225,nonprofit,ein,900396933,20,1,2018,42.93,-78.75,47210,57939,23.1
30281,"Jenkins Early Childhood Center, Inc",Lancaser,Pennsylvania,17603,nonprofit,ein,233012761,5,1,2018,40.02,-76.35,50475,64281,23.1
29826,W. E. Skelton 4-H Educational Conference Center,Wirtz,Virginia,24184,nonprofit,ein,540790881,10,1,2018,37.09,-79.78,49549,70912,23.1
34525,200 Muslim Women Who Care,Gibsonton,Florida,33534,nonprofit,ein,823215400,20,1,2018,27.83,-82.38,47948,58589,23.1
31231,Carnival Association of Long Beach,Long Beach,Mississippi,39560,nonprofit,ein,640596616,5,1,2018,30.38,-89.17,51287,62527,23.1
35590,Humane Ohio,Toledo,Ohio,43613,nonprofit,ein,341897582,5,1,2018,41.71,-83.6,48124,57432,23.1
13678,Hui Kako'o O Laupahoehoe,Laupahoehoe,Hawaii,96764,nonprofit,ein,453084056,5,1,2018,19.91,-155.28,49583,66899,23.1
25558,SafeHaven Humane Society,Tangent,Oregon,97389,nonprofit,ein,930676661,5,1,2018,44.53,-123.09,52500,76287,23.1
11262,Gliding Stars of Central Florida,,New York,14217,nonprofit,ein,161467439,5,1,2018,42.97,-78.88,52551,66498,23
15853,Mission Haiti Medical,Indianapolis,Indiana,46214,nonprofit,ein,274144492,20,3,2018,39.79,-86.29,45089,56670,23
32500,"Happy Hollow Children's Camp, Inc.",Indianapolis,Indiana,46214,nonprofit,ein,350942648,5,1,2019,39.79,-86.29,45089,56670,23
27538,Perry County 4-H,Tell City,Indiana,47586,nonprofit,ein,237404489,20,2,2018,38.04,-86.7,49231,59588,23
21052,Manitowoc County Historical Society,Manitowoc,Wisconsin,54220,nonprofit,ein,237022183,10,1,2018,44.1,-87.72,47428,61232,23
32260,Greater Wichita YMCA East Branch,Wichita,Kansas,67207,nonprofit,ein,480554440,10,2,2018,37.67,-97.23,48757,61694,23
34463,Wasuma PTA,Ahwahnee,California,93601,nonprofit,ein,510556710,10,1,2018,37.39,-119.74,56455,67749,23
24055,Pioneer Parent Teacher Organization,Pioneer,California,95666,nonprofit,ein,465340751,5,1,2018,38.52,-120.38,51801,68622,23
35538,Spokane Guilds' School & Neuromuscular Center,Spokane,Washington,99205,nonprofit,ein,910863163,10,1,2018,47.7,-117.44,46763,56846,23
17008,Thomas Enzerra Autism Project,Washington,Pennsylvania,15301,nonprofit,ein,462458509,20,2,2018,40.15,-80.25,52376,70916,22.9
35254,Arc Human Services,Washington,Pennsylvania,15301,nonprofit,ein,251663522,10,1,2018,40.15,-80.25,52376,70916,22.9
28604,Slatington Public Library,Slatington,Pennsylvania,18080,nonprofit,ein,231608454,5,1,2018,40.74,-75.64,58493,69694,22.9
20984,"Black Homeschoolers of Central Florida, Inc.",Deltona,Florida,32725,nonprofit,ein,813448261,20,4,2018,28.89,-81.25,46345,56069,22.9
37459,Purposeful Youth Detroit,Westland,Michigan,48185,nonprofit,ein,822012184,20,1,2018,42.33,-83.38,45558,61473,22.9
14837,Huron Valley Lutheran High School,Westland,Michigan,48185,nonprofit,ein,237252371,10,1,2018,42.33,-83.38,45558,61473,22.9
22216,St. Gabriel's Elementary School,Kansas City,Missouri,64117,nonprofit,ein,530196617,20,1,2018,39.16,-94.52,46814,54663,22.9
33814,Outreach Christian Education,Kansas City,Missouri,64117,School- Private School,ein,431149857,10,1,2018,39.16,-94.52,46814,54663,22.9
17355,Boulder City Hospital Foundation,Boulder City,Nevada,89005,nonprofit,ein,943141555,20,1,2018,35.99,-114.81,57843,73638,22.9
12529,Rita's Rainbows,San Luis Obispo,California,93401,nonprofit,ein,263348094,20,1,2018,35.24,-120.62,59160,87858,22.9
34927,Sinsheimer Elementary School,San Luis Obispo,California,93401,School- PTA,ein,956206505,20,1,2018,35.24,-120.62,59160,87858,22.9
15816,Senior Nutrition Program of San Luis Obispo,San Luis Obispo,California,93401,nonprofit,ein,770279528,5,1,2018,35.24,-120.62,59160,87858,22.9
16818,Kerman Aquatics Booster Club,kerman,California,93630,nonprofit,ein,461751978,5,1,2018,36.73,-120.12,46610,66220,22.9
34502,Liberty Christian School of Walla Walla Washington,Walla Walla,Washington,99362,nonprofit,ein,911012872,20,1,2018,46.1,-118.31,52537,71175,22.9
11994,Heritage Christian Services,Rochester,New York,14623,nonprofit,ein,222334190,25,3,"2017,2018",43.09,-77.64,49972,60766,22.8
13821,Pinnacle Lutheran School,Rochester,New York,14623,nonprofit,ein,160869384,25,3,"2017,2018,2019",43.09,-77.64,49972,60766,22.8
22308,Derry Area School District Foundation,Derry,Pennsylvania,15627,nonprofit,ein,432108542,5,1,2018,40.35,-79.3,48199,57960,22.8
16947,Lynchburg Humane Society,Lynchburg,Virginia,24502,nonprofit,ein,540570901,5,1,2018,37.36,-79.22,48722,58781,22.8
31884,Coral Cove Elementary PTA,Miramar,Florida,33027,School- PTA,ein,432060017,10,2,2018,25.99,-80.34,65510,83399,22.8
16031,St. Charles School,Boardman,Ohio,44512,School- Private School,ein,340819150,5,1,2018,41.03,-80.67,51803,67231,22.8
26398,Culver Elementary PTO,Culver,Indiana,46511,nonprofit,ein,383678771,10,1,2018,41.22,-86.43,44137,70769,22.8
22987,Betty's Buddies,Three Oaks,Michigan,49128,nonprofit,ein,270469375,10,1,2018,41.82,-86.6,52313,70592,22.8
37437,"American Heart Association - Hot Springs, AR",Little Rock,Arkansas,72201,nonprofit,ein,135613797,10,1,2018,34.75,-92.28,69118,139375,22.8
38137,Family Time Crisis and Counseling Center,Humble,Texas,77338,nonprofit,ein,741956306,20,1,2018,30.01,-95.29,50263,61270,22.8
28933,Rock the Paws Foundation,Victorville,California,92392,nonprofit,ein,812178155,20,1,2018,34.48,-117.41,58063,67953,22.8
16319,victorville storm youth association,victorville,California,92392,nonprofit,ein,823986726,10,1,2018,34.48,-117.41,58063,67953,22.8
21986,High desert homeless services inc.,VICTORVILLE,California,92392,nonprofit,ein,330459227,5,1,2018,34.48,-117.41,58063,67953,22.8
20757,Camp Fire Heart of California,Madera,California,93637,nonprofit,ein,946187781,20,2,2018,36.92,-120.19,49937,62372,22.8
24679,Seattle Chinese Athletic Association,Seattle ,Washington,98108,nonprofit,ein,910915627,20,2,2018,47.53,-122.31,55314,73572,22.8
15651,Rainier Valley Cooperative Preschool,Seattle,Washington,98108,nonprofit,ein,910941056,10,2,2018,47.53,-122.31,55314,73572,22.8
26906,Girl Scouts Western Washington,Seattle Wa,Washington,98108,nonprofit,ein,916060940,10,1,2018,47.53,-122.31,55314,73572,22.8
20047,Hope Valley Elementary School PTA,Durham,North Carolina,27707,nonprofit,ein,562144549,15,2,2018,35.95,-78.95,50262,79075,22.7
34630,International Montessori School,Durham,North Carolina,27707,nonprofit,ein,562252150,5,1,2018,35.95,-78.95,50262,79075,22.7
14021,Orange Grove Elementary PTA,Seminole,Florida,33772,School- PTA,ein,237628155,25,3,"2016,2018",27.84,-82.8,49489,66511,22.7
22685,Annunciation BVM Catholic Elementary School,Aurora,Illinois,60505,School- Private School,ein,362039863,20,1,2018,41.76,-88.29,47929,60271,22.7
20123,Friends of Switchpoint Inc.,St George,Utah,84770,nonprofit,ein,760740457,10,1,2018,37.19,-113.61,50000,64035,22.7
27061,shasta elementary school pto,Chico,California,95973,nonprofit,ein,270026840,20,3,2018,39.89,-121.84,63029,81059,22.7
36455,Junction City High School,Junction City,Oregon,97448,School- Public School,ncesSchoolId,410693000632,5,1,2018,44.21,-123.28,50934,64609,22.7
33363,Boys & Girls Clubs of the Olympic Peninsula,Sequim,Washington,98382,nonprofit,ein,911376766,20,1,2018,48.02,-123.11,48660,66541,22.7
32081,Community Affairs and Resource Center,ASBURY PARK,New Jersey,7712,nonprofit,ein,222333658,10,1,2018,40.25,-74.05,60869,86899,22.6
22431,Newburgh JCC,Newburgh,New York,12550,nonprofit,ein,141374496,5,1,2018,41.54,-74.06,58534,78551,22.6
26823,KISKI NORTH PRIMARY,Leechburg,Pennsylvania,15656,nonprofit,ein,383799565,5,1,2018,40.66,-79.63,55025,67199,22.6
33374,Durham Academy,Durham,North Carolina,27705,School- Private School,ein,560538019,10,2,2018,36.02,-78.98,50734,81987,22.6
32852,Caring House,Durham,North Carolina,27705,nonprofit,ein,561647154,5,1,2018,36.02,-78.98,50734,81987,22.6
14656,Home and School Association,Somerset,Ohio,43783,nonprofit,ein,314379490,20,1,2018,39.8,-82.28,59417,63350,22.6
22181,Washington Discovery Academy Elementary School,Plymouth,Indiana,46563,School- Public School,ncesSchoolId,180906001501,20,1,2018,41.36,-86.33,50208,62597,22.6
37018,"Chiara Home, Inc.",South Bend,Indiana,46614,nonprofit,ein,351898877,5,1,2018,41.6,-86.28,51012,68428,22.6
23745,ALS of Michigan,Southfiled,Michigan,48075,nonprofit,ein,382190726,5,1,2018,42.46,-83.23,55371,66823,22.6
27796,"Pink Box Purpose, Inc.",Menomonie,Wisconsin,54751,nonprofit,ein,822443457,10,1,2018,44.85,-91.93,51247,64576,22.6
24271,Zion Lutheran School Victorville,Victorville,California,92394,nonprofit,ein,952272643,10,1,2018,34.56,-117.35,48730,60324,22.6
34813,Bridges Out Of Poverty,Yucaipa,California,92399,nonprofit,ein,830863415,15,2,"2018,2019",34.03,-117.01,58570,76747,22.6
30658,Yucaipa Animal Placement Society,Yucaipa,California,92399,nonprofit,ein,237362678,5,1,2018,34.03,-117.01,58570,76747,22.6
32404,Yucaipa High School Girls Basketball,Yucaipa,California,92399,School- Public School,ncesSchoolId,64356007048,5,1,2018,34.03,-117.01,58570,76747,22.6
7244,The Sophia Elizabeth Foundation,Littlerock,California,93543,nonprofit,ein,384005721,30,5,"2018,2019",34.48,-117.98,41626,67553,22.6
17326,SpiritHorse Connections,Kingsburg,California,93631,nonprofit,ein,460628024,10,1,2018,36.48,-119.52,63884,88452,22.6
27163,The Bright School,Chattanooga,Tennessee,37405,nonprofit,ein,620476284,20,1,2018,35.12,-85.41,51210,77677,22.5
29817,Northside Neighborhood House,CHATTANOOGA,Tennessee,37405,nonprofit,ein,620481801,10,1,2018,35.12,-85.41,51210,77677,22.5
32010,Baylor school,Chattanooga,Tennessee,37405,School- Private School,ein,620126365,5,1,2018,35.12,-85.41,51210,77677,22.5
20884,Hunter's Helping Hands,Mantua,Ohio,44255,nonprofit,ein,454421206,10,2,2018,41.29,-81.23,52613,65075,22.5
28880,Down Syndrome Joy,Mantua,Ohio,44255,nonprofit,ein,830879996,5,1,2018,41.29,-81.23,52613,65075,22.5
20697,Highland Park Elementary School PTO,Bloomington,Indiana,47403,nonprofit,ein,351840833,20,1,2018,39.09,-86.61,49891,62039,22.5
16945,Valley Family Center,San Fernando,California,91340,nonprofit,ein,954105054,10,1,2018,34.29,-118.44,54703,68040,22.5
30216,People for the Advancement of Windsor Students - PAWS,Windsor,Maine,4363,nonprofit,ein,261425463,5,1,2018,44.32,-69.57,55025,61214,22.4
32762,Wildwood Christian School,Norwich,Connecticut,6360,School- Private School,ein,61546964,20,1,2018,41.55,-72.09,54407,70923,22.4
38204,Integrated Day Charter School,Norwich,Connecticut,6360,School- Charter School Public,ncesSchoolId,90001000775,10,1,2018,41.55,-72.09,54407,70923,22.4
25423,Center for Hospice Care,Norwich,Connecticut,6360,nonprofit,ein,222667260,5,1,2018,41.55,-72.09,54407,70923,22.4
16584,Woodrow Wilson Community School,Bayonne,New Jersey,7002,School- Public School,ncesSchoolId,340126002730,40,5,"2018,2019",40.66,-74.11,56701,76293,22.4
15431,Preschool Playhouse PTO,Bayonne,New Jersey,7002,nonprofit,ein,475358817,15,2,2018,40.66,-74.11,56701,76293,22.4
17194,Henry E. Harris PTA,Bayonne,New Jersey,7002,nonprofit,ein,237214696,10,1,2018,40.66,-74.11,56701,76293,22.4
27203,Friends of the Otisville School,Otisville,New York,10940,nonprofit,ein,812711662,10,1,2018,41.45,-74.48,60094,78078,22.4
15628,PTA of PS 166,Astoria,New York,11106,nonprofit,ein,450576245,15,3,2018,40.76,-73.93,60725,78578,22.4
23212,"Legal Outreach, Inc.",Long Island City,New York,11106,nonprofit,ein,133214627,10,1,2018,40.76,-73.93,60725,78578,22.4
34578,Queensview Nursery School & Kindergarten,Long Island City,New York,11106,nonprofit,ein,111992383,10,1,2018,40.76,-73.93,60725,78578,22.4
21607,"Blessed Sacrament School - Savannah, GA",Savannah,Georgia,31406,School- Private School,ein,581513312,20,1,2018,31.98,-81.09,49559,69713,22.4
37218,Temple Sinai of Palm Beach County,Delray Beach,Florida,33445,nonprofit,ein,591883710,10,1,2018,26.46,-80.11,51113,71262,22.4
14027,Indiana Cystic Fibrosis Foundation,Seymour,Indiana,47274,nonprofit,ein,131930701,10,2,2018,38.97,-85.94,49147,59399,22.4
22699,Emerson Elementary PTO,Fraser,Michigan,48026,nonprofit,ein,272960839,10,1,2018,42.54,-82.95,53328,68773,22.4
35996,Christ The King Lutheran School,Southgate,Michigan,48195,School- Private School,ein,386025285,20,1,2018,42.2,-83.21,51808,61205,22.4
23903,Mills Gymnastics Booster Club,Southgate,Michigan,48195,nonprofit,ein,383710228,5,1,2018,42.2,-83.21,51808,61205,22.4
33265,St. Mark Lutheran School,Green Bay,Wisconsin,54304,School- Private School,ein,237192406,20,1,2018,44.49,-88.07,47439,55468,22.4
39883,Three Lakes Parent Teacher Organization,Three Lakes,Wisconsin,54562,nonprofit,ein,821101745,10,1,2019,45.8,-89.08,52863,68756,22.4
25583,"El Reno Blessing Baskets, Inc.",El Reno,Oklahoma,73036,nonprofit,ein,10748848,15,3,2018,35.51,-97.96,52028,67586,22.4
30912,Preschool Learning for Avalon Youth (PLAY Preschool),Avalon,California,90704,nonprofit,ein,953541145,10,1,2018,33.4,-118.44,63021,82813,22.4
19113,Chandler School,Pasadena,California,91103,School- Private School,ein,951983538,20,1,2018,34.17,-118.16,69334,111032,22.4
30158,Families Forward Learning Center,Pasadena,California,91103,nonprofit,ein,237275324,10,1,2018,34.17,-118.16,69334,111032,22.4
13895,Pratum Parent Club Inc.,Salem,Oregon,97305,School- Public School,ein,472561826,10,1,2018,45.01,-122.93,47713,56967,22.4
34945,Holy Family Academy,Salem,Oregon,97305,School- Private School,ein,931113346,5,1,2018,45.01,-122.93,47713,56967,22.4
24752,The Summit School,Jamaica Estates,New York,11432,School- Private School,ein,112167091,10,1,2018,40.72,-73.79,52975,75650,22.3
35680,Riverside Middle School PTSA,Greer,South Carolina,29651,School- PTA,ein,822488740,10,1,2018,34.89,-82.16,55440,72375,22.3
15415,Hunter Street PTO,York,South Carolina,29745,nonprofit,ein,814581059,20,1,2018,34.99,-81.21,51004,65873,22.3
32938,Denver Cooperative Preschool,Denver,Colorado,80218,nonprofit,ein,840535656,5,1,2018,39.73,-104.97,56430,88498,22.3
31674,USU Family Housing Communities,Logan,Utah,84341,School- College,ein,876000528,20,1,2018,41.78,-111.81,48159,69478,22.3
9887,Community Action Partnership of Orange County,Garden Grove,California,92841,nonprofit,ein,952452787,20,4,2018,33.79,-117.98,57763,72806,22.3
16933,Islamic Shura Council of Southern California- Muslim Speakers Network,Garden Grove,California,92841,nonprofit,ein,954696469,20,1,2018,33.79,-117.98,57763,72806,22.3
21248,Burlington Rotary Foundation,Burlington,Washington,98233,nonprofit,ein,200475187,5,1,2018,48.5,-122.35,56875,69538,22.3
35365,Soroptimist International of Burlington,Burlington,Washington,98233,nonprofit,ein,910954155,5,1,2018,48.5,-122.35,56875,69538,22.3
15557,Seth Woodard PTO,Spokane Valley,Washington,99212,nonprofit,ein,300564445,5,1,2018,47.66,-117.31,48600,64697,22.3
29816,The PLUS Company,Nashua,New Hampshire,3060,nonprofit,ein,20337153,10,1,2018,42.74,-71.46,49469,64748,22.2
33095,Moms Helping Moms Foundation,North Plainfield,New Jersey,7060,nonprofit,ein,462201535,5,1,2018,40.62,-74.42,57959,73555,22.2
24870,ROHHAD Fight Inc.,Hempstead,New York,11550,nonprofit,ein,274541404,5,1,2018,40.7,-73.62,59580,77898,22.2
20843,Patrick J. DiPaolo Memorial Scholarship Fund Inc,Erie,Pennsylvania,16508,nonprofit,ein,463558745,20,1,2018,42.1,-80.09,46604,59131,22.2
14177,Grover Cleveland PTSA,Erie,Pennsylvania,16508,nonprofit,ein,237024625,10,1,2018,42.1,-80.09,46604,59131,22.2
15736,PTA NORTH CAROLINA CONGRESS- WEST END ELEMENTARY SCHOOL,West End ,North Carolina,27376,nonprofit,ein,561683613,20,1,2018,35.24,-79.54,54986,78189,22.2
24222,Charlotte Behavioral Health Care,Punta Gorda,Florida,33950,nonprofit,ein,591234922,10,1,2018,26.9,-82.05,52347,77804,22.2
18515,Nasonville Parent Teacher Organization,Marshfield,Wisconsin,54449,nonprofit,ein,811168928,5,1,2018,44.64,-90.21,54167,75429,22.2
33780,On Your Feet Foundation,Evanston,Illinois,60201,nonprofit,ein,364460465,10,1,2018,42.06,-87.69,75401,125198,22.2
14663,School for Little Children Preschool,Evanston,Illinois,60201,nonprofit,ein,364276964,5,1,2017,42.06,-87.69,75401,125198,22.2
18225,SWCS PTO,Yuma,Arizona,85367,nonprofit,ein,263011577,10,1,2018,32.67,-114.4,48981,61013,22.2
17010,Jessie Beck Elementary,Reno,Nevada,89509,nonprofit,ein,880252887,5,1,2018,39.5,-119.83,56483,86530,22.2
33639,March of Dimes team Michael Drew Perez 28,Vislaia,California,93277,nonprofit,ein,131846366,10,1,2018,36.3,-119.37,55680,74488,22.2
21694,Veva Blunt Elementary School,Visalia,California,93277,nonprofit,ein,770235517,5,1,2018,36.3,-119.37,55680,74488,22.2
28323,Valley Oak SPCA,Visalia,California,93277,nonprofit,ein,942770238,5,1,2018,36.3,-119.37,55680,74488,22.2
30405,"AMP Ministries, DBA - Hands in the Community",Visalia,California,93277,nonprofit,ein,208356647,5,1,2018,36.3,-119.37,55680,74488,22.2
